1046052864,1046061055,UK
1046061056,1046069247,DE
1046069248,1046085631,RU
1046085632,1046151167,IL
1046151168,1046216703,DE
1046216704,1046282239,NO
1046282240,1046290431,UK
1046290432,1046315007,PL
1046315008,1046323199,UK
1046323200,1046331391,ES
1046331392,1046347775,DE
1046347776,1046413311,IT
1046413312,1046446079,SE
1046446080,1046462463,DE
1046478848,1046544383,UK
1046544384,1046560767,IT
1046560768,1046577151,UK
1046577152,1046585343,ES
1046585344,1046609919,NO
1046609920,1046675455,IT
1046675456,1046708223,ES
1046708224,1046740991,AT
1046740992,1046757375,NL
1046757376,1046765567,IT
1046765568,1046773759,ES
1046773760,1046781951,SE
1046781952,1046790143,UK
1046790144,1046798335,KW
1046798336,1046806527,HU
1046806528,1046814719,IT
1046814720,1046822911,SE
1046822912,1046847487,IT
1046847488,1046855679,ES
1046855680,1046872063,NO
1046872064,1046904831,EU
1046904832,1046937599,RU
1046937600,1047003135,GR
1047003136,1047068671,DE
1047068672,1047085055,RU
1047085056,1047101439,UK
1047101440,1047109631,RU
1047109632,1047117823,UK
1047117824,1047134207,NL
1047134208,1047199743,FR
1047199744,1047265279,DK
1047265280,1047273471,NL
1047273472,1047281663,UK
1047281664,1047289855,TR
1047289856,1047298047,YU
1047298048,1047306239,CH
1047306240,1047314431,PL
1047314432,1047322623,SE
1047322624,1047330815,IT
1047330816,1047339007,KZ
1047339008,1047347199,SE
1047347200,1047371775,DE
1047371776,1047379967,RU
1047379968,1047396351,NL
1047396352,1047461887,IT
1047461888,1047494655,DE
1047494656,1047527423,PL
1047527424,1047535615,BE
1047535616,1047551999,DE
1047552000,1047560191,RU
1047560192,1047568383,DE
1047568384,1047576575,NL
1047576576,1047584767,HU
1047584768,1047592959,NL
1047592960,1047601151,TR
1047601152,1047625727,RU
1047625728,1047633919,NO
1047633920,1047642111,FI
1047642112,1047658495,CH
1047724032,1047789567,EU
1047789568,1047822335,AT
1047822336,1047838719,DE
1047838720,1047846911,BE
1047846912,1047855103,SE
1047855104,1047863295,DE
1047871488,1047887871,RU
1047887872,1047920639,ES
1047920640,1047986175,RU
1047986176,1048051711,SE
1048051712,1048117247,FR
1048117248,1048125439,UK
1048125440,1048133631,FI
1048133632,1048158207,PL
1048158208,1048166399,DK
1048166400,1048182783,CH
1048182784,1048313855,IT
1048313856,1048510463,EU
1048510464,1048575999,SE
1048576000,1048584191,DE
1048584192,1048592383,IL
1048592384,1048600575,IT
1048600576,1048608767,EE
1048608768,1048616959,UK
1048616960,1048625151,DE
1048625152,1048633343,UK
1048633344,1048641535,NO
1048641536,1048649727,IT
1048649728,1048657919,CZ
1048657920,1048674303,UK
1048674304,1048682495,NL
1048682496,1048690687,FR
1048690688,1048707071,PL
1048707072,1048772607,UK
1048772608,1048903679,NL
1048903680,1048911871,DE
1048911872,1048920063,IT
1048920064,1048936447,NL
1048936448,1048944639,PL
1048944640,1048952831,RU
1048952832,1048969215,NL
1048969216,1049034751,EU
1049067520,1049100287,DK
1049100288,1049231359,UK
1049231360,1049296895,DE
1049362432,1049370623,UK
1049370624,1049378815,AT
1049395200,1049411583,NL
1049411584,1049419775,UK
1049419776,1049427967,RU
1049427968,1049436159,CZ
1049436160,1049444351,DE
1049444352,1049460735,RU
1049460736,1049468927,NO
1049468928,1049477119,DE
1049477120,1049493503,PL
1049493504,1049559039,FI
1049559040,1049698303,DE
1049698304,1049706495,NL
1049706496,1049722879,UK
1049722880,1049731071,IS
1049731072,1049739263,FI
1049739264,1049755647,NL
1049755648,1049821183,DE
1049821184,1049886719,FR
1049894912,1049903103,NO
1049903104,1049911295,PL
1049911296,1049919487,FI
1049919488,1049927679,RU
1049927680,1049935871,NL
1049935872,1049944063,FI
1049944064,1049952255,RU
1049952256,1049960447,UA
1049960448,1049968639,UK
1049968640,1049985023,SA
1049985024,1050017791,IT
1050017792,1050083327,KW
1050083328,1050148863,ES
1050148864,1050157055,DE
1050157056,1050165247,IT
1050165248,1050173439,RU
1050173440,1050189823,IT
1050189824,1050198015,DE
1050198016,1050206207,RU
1050206208,1050214399,SK
1050214400,1050673151,DE
1050673152,1050804223,FR
1050804224,1050869759,MK
1050869760,1050935295,NL
1050935296,1050968063,DE
1050968064,1051000831,UK
1051000832,1051009023,DE
1051009024,1051017215,RU
1051017216,1051033599,NL
1051033600,1051049983,FI
1051049984,1051066367,HU
1051066368,1051131903,NL
1051131904,1051197439,CH
1051197440,1051213823,CZ
1051213824,1051230207,SK
1051230208,1051238399,SE
1051238400,1051246591,GE
1051246592,1051254783,DE
1051254784,1051262975,RU
1051262976,1051271167,DE
1051271168,1051279359,IT
1051279360,1051295743,PT
1051295744,1051303935,UK
1051303936,1051312127,SK
1051312128,1051328511,GR
1051328512,1051525119,UK
1051525120,1051533311,MT
1051541504,1051557887,UK
1051557888,1051566079,AT
1051566080,1051574271,IT
1051574272,1051590655,UK
1051590656,1051721727,ES
1051721728,1051729919,SK
1051729920,1051738111,FI
1051738112,1051754495,BG
1051754496,1051762687,DE
1051762688,1051770879,SK
1051770880,1051779071,NO
1051779072,1051787263,DE
1051787264,1051795455,IT
1051795456,1051803647,RU
1051803648,1051820031,CZ
1051820032,1051852799,NL
1051852800,1051983871,AT
1051983872,1052049407,EU
1052049408,1052057599,PL
1052057600,1052065791,RU
1052065792,1052082175,SE
1052082176,1052090367,DE
1052090368,1052098559,PL
1052098560,1052114943,SE
1052114944,1052180479,AT
1052180480,1052213247,RU
1052213248,1052246015,FI
1052246016,1052573695,EU
1052573696,1052704767,UK
1052704768,1052770303,EU
1052770304,1052786687,DE
1052786688,1052803071,NL
1052803072,1052811263,DE
1052811264,1052819455,RU
1052819456,1052827647,DE
1052827648,1052835839,RU
1052835840,1052844031,IR
1052844032,1052852223,FR
1052868608,1052876799,YU
1052884992,1052901375,FR
1052901376,1053032447,NL
1053032448,1053097983,IT
1053097984,1053106175,DE
1053106176,1053114367,UK
1053114368,1053130751,BE
1053130752,1053138943,NL
1053138944,1053147135,FI
1053147136,1053163519,SK
1053163520,1053294591,DK
1053294592,1053360127,EU
1053360128,1053368319,ES
1053368320,1053376511,SE
1053376512,1053392895,HU
1053392896,1053401087,FR
1053401088,1053409279,DE
1053409280,1053425663,TR
1053425664,1053556735,CH
1053556736,1053564927,FI
1053564928,1053573119,UK
1053573120,1053581311,NL
1053581312,1053589503,CH
1053589504,1053597695,BG
1053597696,1053605887,DE
1053605888,1053614079,ES
1053614080,1053622271,CZ
1053622272,1053630463,BE
1053630464,1053638655,GR
1053638656,1053655039,BE
1053655040,1053663231,IT
1053663232,1053671423,RU
1053671424,1053687807,LV
1053687808,1053753343,DE
1053753344,1053818879,IT
1053818880,1053884415,EU
1053884416,1053892607,NL
1053892608,1053900799,DE
1053900800,1053917183,NO
1053917184,1053925375,UK
1053925376,1053933567,SE
1053933568,1053949951,CZ
1053949952,1054015487,FR
1054015488,1054089215,IT
1054089216,1054097407,RU
1054097408,1054105599,NL
1054105600,1054113791,FR
1054113792,1054121983,NL
1054121984,1054130175,AT
1054130176,1054138367,LT
1054138368,1054146559,AZ
1054146560,1054179327,RU
1054179328,1054187519,UK
1054187520,1054195711,BG
1054195712,1054212095,BE
1054212096,1054277631,DE
1054277632,1054343167,KW
1054343168,1054351359,NL
1054351360,1054359551,GR
1054359552,1054367743,UK
1054367744,1054375935,FI
1054375936,1054384127,UK
1054384128,1054400511,DE
1054400512,1054408703,UK
1054408704,1054416895,FR
1054416896,1054425087,DE
1054425088,1054441471,IR
1054441472,1054449663,AZ
1054449664,1054457855,RU
1054457856,1054474239,RO
1054474240,1054539775,AT
1054539776,1054605311,IL
1054605312,1054613503,DE
1054613504,1054629887,IT
1054629888,1054638079,IR
1054638080,1054646271,CH
1054646272,1054654463,SE
1054654464,1054662655,MK
1054662656,1054670847,FI
1054670848,1054679039,EU
1054679040,1054687231,UA
1054687232,1054703615,ES
1054703616,1054719999,IT
1054720000,1054736383,NL
1054736384,1054867455,EU
1054867456,1055129599,DE
1055129600,1055260671,EU
1055260672,1055326207,SE
1055326208,1055334399,RU
1055334400,1055342591,IE
1055342592,1055358975,RO
1055358976,1055367167,UK
1055367168,1055375359,RU
1055375360,1055391743,OM
1055391744,1055457279,UK
1055457280,1055465471,BE
1055465472,1055473663,FR
1055473664,1055490047,UK
1055490048,1055522815,PL
1055522816,1055588351,NL
1055588352,1055653887,BE
1055653888,1055784959,FI
1055784960,1055850495,NL
1055850496,1055916031,UK
1055916032,1055924223,DE
1055932416,1055940607,FI
1055948800,1055956991,DE
1055956992,1055965183,CZ
1055965184,1055973375,CH
1055973376,1055981567,FR
1055981568,1055989759,IT
1055989760,1055997951,DE
1055997952,1056014335,FR
1056022528,1056030719,UK
1056030720,1056047103,FI
1056047104,1056178175,DK
1056178176,1056194559,UA
1056194560,1056210943,FR
1056210944,1056219135,PL
1056219136,1056227327,UK
1056227328,1056243711,TR
1056243712,1056251903,MC
1056251904,1056260095,UK
1056260096,1056276479,CZ
1056276480,1056374783,DE
1056374784,1056440319,SE
1056440320,1056473087,TR
1056473088,1056505855,FI
1056505856,1056514047,PT
1056514048,1056522239,IT
1056522240,1056538623,AT
1056538624,1056546815,DE
1056546816,1056555007,NO
1056555008,1056571391,UK
1056571392,1056669695,NL
1056702464,1056964607,UK
1056964608,1065549823,US
1065615360,1065730047,US
1065746432,1065803775,US
1065811968,1065820159,CA
1065820160,1065824255,US
1065828352,1065832447,US
1065836544,1065848831,US
1065852928,1065857023,US
1065861120,1065873407,US
1065877504,1066074111,US
1066139648,1072922623,US
1072922624,1072955391,CA
1072955392,1073074175,US
1073078272,1073082367,US
1073086464,1073098751,US
1073102848,1073111039,US
1073119232,1073147903,US
1073152000,1073164287,US
1073168384,1073180671,US
1073184768,1073188863,US
1073192960,1073295359,US
1073299456,1073373183,US
1073373184,1073381375,CA
1073381376,1074020351,US
1074020352,1074028543,CA
1074028544,1074118655,US
1074118656,1074135039,CA
1074135040,1074147327,US
1074151424,1074163711,US
1074167808,1074184191,US
1074184192,1074188287,CA
1074192384,1074233343,US
1074233344,1074241535,CA
1074241536,1074262015,US
1074262016,1074266111,CA
1074266112,1074388991,US
1074397184,1074642943,US
1074659328,1074728959,US
1074733056,1074737151,AU
1074741248,1074745343,CA
1074749440,1074753535,US
1074757632,1074761727,CA
1074765824,1074778111,US
1074782208,1074798591,US
1074806784,1074847743,US
1074868224,1074937855,US
1074937856,1074946047,CA
1074946048,1074962431,US
1074962432,1074970623,CA
1074970624,1074974719,US
1074978816,1074982911,US
1074987008,1075036159,US
1075048448,1075056639,US
1075060736,1075064831,US
1075068928,1075073023,US
1075077120,1075081215,US
1075085312,1075089407,US
1075093504,1075097599,US
1075101696,1075105791,US
1075109888,1075113983,US
1075118080,1075191807,US
1075216384,1075392511,US
1075396608,1075400703,US
1075404800,1075408895,US
1075412992,1075417087,US
1075421184,1075429375,CA
1075429376,1075433471,US
1075437568,1075441663,US
1075445760,1075478527,US
1075478528,1075494911,CA
1075494912,1075519487,US
1075527680,1075556351,US
1075560448,1075609599,US
1075609600,1075613695,TT
1075613696,1075621887,US
1075625984,1075666943,US
1075671040,1075834879,US
1075838976,1075855359,US
1075855360,1075871743,DO
1075871744,1076080639,US
1076084736,1076240383,US
1076248576,1076256767,US
1076264960,1076318207,US
1076326400,1076338687,US
1076338688,1076346879,CA
1076346880,1076387839,US
1076387840,1076396031,CA
1076396032,1076408319,US
1076408320,1076412415,CA
1076412416,1076416511,US
1076420608,1076424703,US
1076428800,1076543487,US
1076543488,1076559871,CA
1076559872,1076756479,US
1076772864,1076981759,US
1076985856,1077080063,US
1077084160,1077428223,US
1077436416,1077444607,US
1077444608,1077452799,CA
1077452800,1077460991,JP
1077460992,1077469183,US
1077469184,1077477375,CA
1077477376,1077481471,US
1077485568,1077506047,US
1077510144,1077522431,US
1077534720,1077555199,US
1077559296,1077571583,US
1077575680,1077604351,US
1077608448,1077641215,US
1077641216,1077657599,CA
1077657600,1077813247,US
1077837824,1078075391,US
1078083584,1078095871,US
1078099968,1078267903,US
1078272000,1078358015,US
1078362112,1078394879,US
1078403072,1078448127,US
1078456320,1078460415,CA
1078460416,1078489087,US
1078493184,1078505471,US
1078509568,1078513663,US
1078517760,1078525951,CA
1078525952,1078722559,US
1078722560,1078788095,AR
